Acquisition date,24/08/21,,,,,,,,,,,,,,
Acquisition time,10:56:04,,,,,,,,,,,,,,
Time,Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
111.3513,500.01,100,100,397955.59,16008.8,77908.34,200,200,15658.58,11304.48,1700.1,1050.04,2300.19,100,700.02
111.6513,350,0,350,391586.67,21315.61,81628.69,50,200,16559.6,12505.48,950.03,550.01,2650.25,250,650.02
111.9513,900.03,50,100,395387.16,20013.76,77807.81,150,350,15057.94,10403.79,1050.04,1100.04,1450.07,150,1100.04
112.2514,800.02,50,150,411215.87,18311.52,75797.22,100,400.01,15007.88,11504.64,1400.07,600.01,2150.16,400.01,1300.06
112.5514,1250.05,150,100,423150.05,16709.59,78612.12,150,250,14407.26,12455.44,1200.05,800.02,2300.19,200,800.02
112.8514,1450.07,200,550.01,405560.84,14206.93,82734.92,250,200,13806.67,12505.48,950.03,1100.04,2050.15,150,950.03
113.1514,700.02,50,0,374034.96,12105.03,77807.81,150,150,13456.34,11554.68,900.03,650.01,2450.21,250,850.03
113.4514,500.01,100,150,374445.29,13706.45,81729.25,150,100,15308.2,11304.48,650.01,350,2000.14,500.01,700.02
113.7514,450.01,0,150,378857.03,23418.84,81226.44,200,350,13806.67,10754.05,800.02,950.03,1900.13,300,1250.06
114.0515,700.02,50,350,353123.29,16108.91,79718.12,50,150,14557.42,10954.21,1150.05,350,2000.14,300,700.02
114.3515,950.03,50,200,350152.95,17710.77,81327,150,200,16159.14,11955.01,1150.05,350,1750.11,200,1150.05
114.6515,1050.04,50,50,432415.92,16008.8,82634.35,150,200,17060.19,11704.8,1150.05,550.01,2100.16,250,1250.06
114.9515,900.03,150,150,358860.79,19012.42,73987.93,400.01,250,15708.64,11554.68,400.01,350,2100.16,250,950.03
115.2515,850.02,0,200,284752.59,12705.55,74591,100,300,14757.62,11254.44,650.01,450.01,1850.12,150,400.01
115.5515,750.02,50,250,351791.7,15107.84,72781.86,150,250,14657.52,11604.72,800.02,600.01,1700.1,250,550.01
115.8515,100,0,200,384399.24,15107.84,81327,50,50,15708.64,11104.32,1000.04,1000.04,2050.15,150,900.03
116.1516,900.03,0,50,342678.56,12105.03,79215.38,150,100,15208.09,11354.52,900.03,650.01,2000.14,450.01,550.01
116.4516,400.01,50,100,339607.98,11004.16,74389.97,200,100,15107.99,11554.68,700.02,400.01,1500.08,300,1000.04
116.7516,650.01,100,0,323753.52,14106.84,77104.07,150,250,14357.21,11704.8,950.03,450.01,1650.1,200,850.03
117.0516,750.02,100,50,362755.37,16008.8,78612.12,200,50,14157.01,11804.88,850.03,300,2650.25,250,800.02
117.3516,500.01,0,50,377523.1,14407.13,80623.1,150,150,14907.78,11454.6,650.01,400.01,1500.08,250,800.02
117.6516,350,0,50,334184.86,12205.12,78913.75,50,150,15608.53,11554.68,1050.04,450.01,1600.09,250,850.03
117.9516,650.01,100,50,291993.65,15408.16,80824.21,200,100,14957.83,11054.28,500.01,700.02,1750.11,200,750.02
118.2517,750.02,0,100,382859.52,11904.87,74389.97,200,150,14657.52,11104.32,550.01,600.01,2000.14,250,450.01
118.5517,650.01,50,100,315577.25,10703.94,76199.32,0,100,16409.42,10653.98,1100.04,500.01,2350.2,100,800.02
118.8517,400.01,50,150,292605.74,16008.8,77908.34,150,100,16910.01,10303.72,350,450.01,1950.13,200,800.02
119.1517,300,0,150,304138.06,12105.03,74691.52,100,100,13756.62,12055.09,700.02,300,2150.16,250,1000.04
119.4517,950.03,50,100,257045.09,11604.63,74993.06,150,100,14657.52,9853.4,500.01,650.01,2100.16,100,700.02
119.7517,400.01,250,150,326309.55,14106.84,79416.48,200,0,13556.43,11254.44,550.01,450.01,1800.11,100,700.02
120.0518,600.01,0,100,334082.57,11504.55,72781.86,200,100,13906.77,10403.79,550.01,450.01,1850.12,100,700.02
